situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta,razon_exclusion,informe_inviabilidad_url
Mesa pero no final,Zona Este 1,8486,Arreglo vestuarios Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8486,64,Deportes,SI,19,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Esta propuesta ha sido agrupada con la propuesta  7758, y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 7758",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8486
Mesa pero no final,Zona Este 1,8484,Arreglo vestuarios Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8484,57,Deportes,SI,18,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Esta propuesta ha sido agrupada con la propuesta  7758, y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 7758",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8484
Mesa pero no final,Zona Este 1,8427,arreglo de los vestuarios de la piscina canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8427,50,,SI,17,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Esta propuesta ha sido agrupada con la propuesta  7758, y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 7758.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8427
Descartada por mesa y fuera de la final,Zona Este 1,7928,Reforma Colegio Calderón de la Barca para espacio Joven,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7928,27,Participación ciudadana - Asociaciones | Servicios sociales | Educación | Cultura,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 5: inadmitida por importe superior a 1M tras agruparse con 8136.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7928
Mesa y final,Zona Este 1,8190,INSTALACIONES DEPORTIVAS PINAR DE JALÓN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8190,295,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8398,CARRIL BICI PINAR DE JALÓN-CENTRO + INSONORIZAR VA-30,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8398,273,Deportes | Transportes y movilidad | Seguridad y emergencias,SI,3,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8193,PINAR DE JALÓN. BARRERA NATURAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8193,271,Salud y consumo - Animales | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Educación,SI,4,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8185,Cubierta pista deportiva Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8185,264,Deportes | Participación ciudadana - Asociaciones | Cultura,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,7966,Adecentar pinar de entrada a Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7966,211,Deportes Juventud | Medio Ambiente | limpieza | Parque columpios pistas de deporte to...,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,7922,Barrera natural acústica de arbolado en perimetro Pinar del Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7922,198,Ruido - Contaminación acústica | Contaminación ambiental y acústica,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8178,Creación Aceras Avenida Madrid desde Edificio Madrid hasta San Agustín,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8178,197,Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8388,Parque infantil pinar de jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8388,181,,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8055,Mesas de picnic en Parque Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8055,173,Mesas de picnic | Parques y jardines,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8141,Parque de las Norias.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8141,133,,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,7919,Mejora Plaza Centro Cívico Delicias,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7919,96,Medio Ambiente - Limpieza | Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 1,8010,Alumbrado parque calle Aneto,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8010,91,,SI,20,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 6: figura como reserva de la mesa.","Acta Zona Este 1, pág. 6: figura como reserva de la mesa",
Mesa y final,Zona Este 1,7758,Renovar vestuarios de la piscina cubierta Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7758,50,Deportes,SI,16,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 6: figura como reserva de la mesa.","Acta Zona Este 1, pág. 6: figura como reserva de la mesa",
Final pero no detectada en mesa,Zona Este 1,7866,Mayor iluminación parque Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7866,87,Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Este 1,7719,Parque intergeneracional en la zona de  Arcas Reales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7719,36,"Medio Ambiente - Limpieza | Urbanismo | ""Deportes"" parques",NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa pero no final,Zona Este 2,7693,Parada de bus,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7693,96,Transportes y movilidad,SI,11,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"En el entorno de la ubicación solicitada para la parada (c/ La Salvia o Paseo Hornillo) se presta servicio de autobús urbano con las líneas 3, M6, PSC3, B3 y F3 con parada en c/ Azucena 18 esq. Dalia. Esta parada se encuentra situada a aproximadamente 400 metros de c/ La Salvia, y tiene una media de 229 viajeros, por lo que el grado de cobertura espacial del transporte urbano en esta zona se considera adecuado de acuerdo con la densidad de población existente.
El viario disponible en la zona indicada no permite el tránsito de los autobuses urbanos (12/18 metros) para poder llevar a cabo una ampliación del trazado de estas líneas desde la actual parada de c/ Azucena a la ubicación solicitada.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7693
Mesa pero no final,Zona Este 2,8242,MEJORA CALLE SAN ISIDRO: Conexión carril bici Valladolid - La Cistérniga,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8242,81,Transportes y movilidad,SI,2,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Está prevista una reurbanización que excede de un millón de euros.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8242
Mesa pero no final,Zona Este 2,7892,Reparación entrada del Colegio  y del Centro de Recursos Autismo Valladolid,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7892,73,Participación ciudadana - Asociaciones | Servicios sociales | Transportes y movilidad | Urbanismo,SI,7,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"No se considera necesario. La señalización de zona escolar está instalada desde hace al menos dos años. Por otra parte, el centro no tiene vado legalizado a pesar de estar haciendo uso de él. Dentro de la instalaciones existe un gimnasio privado y dispone de muchas plazas de estacionamiento que deberán habilitar en el porcentaje correspondiente para PMR. Sería conveniente revisar el uso que está teniendo el centro y los accesos para regularizarlo si fuera necesario.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7892
Mesa pero no final,Zona Este 2,8560,Ampliación y renovación acera Calle Salud e incorporar árboles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8560,48,Transportes y movilidad | Urbanismo,SI,4,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"El ámbito de esta actuación está incluido entre los proyectos asumidos en el Convenio de la integración ferroviaria y debe ser financiado por la 
Sociedad VAV.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8560
Mesa pero no final,Zona Este 2,8096,Mejoras para ciclistas y VMP en todas las escaleras de la ciudad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8096,45,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,12,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"INADMITIDA
Se refiere a toda la ciudad, no se ciñe a una zona concreta.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8096
Mesa pero no final,Zona Este 2,7634,"Habilitar terreno abandonado, existente entre las calles Jilguero y Abejaruco.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7634,36,Urbanismo,SI,16,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"El terreno al que se refiere la propuesta es un equipamiento público, no un espacio Libre, por lo que no debe ser urbanizado como parque y jardín",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7634
Mesa pero no final,Zona Este 2,7757,Marquesina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7757,28,,SI,15,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Esta propuesta ha sido agrupada con la propuesta  8167, y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 8167",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7757
Mesa pero no final,Zona Este 2,8452,Mejora de la Plaza Andarríos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8452,24,Deportes | Participación ciudadana - Asociaciones | Urbanismo | Turismo | Cultura,SI,6,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Ya se está ejecutando una actuación con cargo al contrato de conservación. Se encuentra muy avanzada la transformación de la plaza según se acordó con la asociación de vecinos, con una nueva zona verde. La intervención en fachadas no es competencia de Tráfico y Movilidad.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8452
Mesa pero no final,Zona Este 2,7852,Señalización del entorno del Polideportivo de Pajarillos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7852,21,Transportes y movilidad | Urbanismo,SI,18,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Esta propuesta ha sido agrupada con la propuesta  8042, y  en consecuencia se analiza conjuntamente con esta. Siendo su estado final el que resulte de la propuesta 8042",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7852
Mesa pero no final,Zona Este 2,8454,Mejora del exterior del CIC Santiago López,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8454,6,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,9,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida
El informe municipal indica que procede inadmitirla en la fase previa a la emisión del informe de viabilidad, ya que se trata de una acción prevista para 2026, y se ejecutará en este ejercicio.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8454
Mesa pero no final,Zona Este 2,8464,Cancha deportiva multideporte en la plaza junto al CIC Santiago López,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8464,6,Deportes | Participación ciudadana - Asociaciones | Urbanismo,SI,5,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida. La información municipal indica que procede inadmitirla en la fase previa a la emisión del informe de viabilidad, ya que la parcela según PGOU es de uso docente. Y en cualquier caso no es posible lo propuesto, ya que estaría muy próxima a viviendas. Para mantener una convivencia con las viviendas colindantes y garantizar una zona estancial libre de obstáculos, no hay espacio suficiente para incorporar una pista deportiva. La posible pista estaría muy próxima a las viviendas, generando conflictos y molestias por ruidos e impidiendo el tránsito normal por el espacio libre generado.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8464
Mesa y final,Zona Este 2,8112,Renovación del césped del campo de fútbol principal complejo Don Bosco,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8112,202,Deportes,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,7945,Estación Biki zona deportiva Santa María de la Cabeza,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7945,50,,SI,3,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,8553,Parque deportivo para jóvenes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8553,42,Deportes,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,8167,MARQUESINA EN LA PARADA DE AUVASA 976. LÍNEA 3,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8167,31,Transportes y movilidad,SI,14,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,8458,Seguridad en el entorno escolar de Calle Cigüeña,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8458,23,Transportes y movilidad | Seguridad y emergencias,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,8042,Pintar líneas y pasos de cebra en inmediaciones de Polideportivo Pajarillos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8042,22,Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,17,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 6: figura como reserva de la mesa.","Acta Zona Este 2, pág. 6: figura como reserva de la mesa",
Mesa y final,Zona Este 2,8446,Escultura y mural sobre el biólogo Jose Antonio Valverde,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8446,10,Urbanismo | Medio Ambiente - Limpieza | Participación ciudadana - Asociaciones | Cultura,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Este 2,8490,Parque deportivo en calle Pinguino,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8490,4,Deportes,SI,19,NO,Reserva de la mesa,SI,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 6: figura como reserva de la mesa.","Acta Zona Este 2, pág. 6: figura como reserva de la mesa",
Final pero no detectada en mesa,Zona Este 2,8456,Pista polideportiva municipal en el Barrio de Las Flores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8456,94,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Este 2,7964,Calles abubilla y Avutarda hacia Carretera Villabáñez,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7964,26,accidente | Visibilidad,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa pero no final,Zona Parquesol,7661,CUBIERTA PISTA DEL CEIP FRANCISCO PINO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7661,233,,SI,5,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida por la mesa de zona  al considerar que no se corresponde con competencias municipales.
El informe municipal coincide con el criterio de la mesa al considerar  que no es competencia municipal",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7661
Mesa pero no final,Zona Parquesol,8414,Salida a la autovía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8414,166,Transportes y movilidad | Seguridad y emergencias,SI,16,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,No es competencia del Ayuntamiento. Los accesos sólo se pueden regular por el titular de la vía.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8414
Mesa pero no final,Zona Parquesol,7604,COLUMPIOS CEIP MARINA ESCOBAR,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7604,157,Educación,SI,7,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida. El informe municipal indica que el Ayuntamiento es competente en el mantenimiento de los columpios ya instalados y en el caso de que ya no se sea posible su mantenimiento, por encontrarse en muy mal estado, se encarga de su retirada, pero en ningún caso del suministro e instalación de nuevos columpios.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7604
Mesa pero no final,Zona Parquesol,8561,Renovación y reparación del parque infantil del Parque del Mediodía,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8561,144,Parques y jardines | Entretenimiento infantil,SI,3,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Inadmitida. El informe municipal indica que se va a ejecutar un participativo de mejora de parques infantiles de Parquesol que incluye el del Parque del Mediodía 180.000€,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8561
Mesa pero no final,Zona Parquesol,7750,Parques Infantiles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7750,131,Medio Ambiente - Limpieza,SI,6,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,En ejecución en la actualidad con Presupuestos Participativos anteriores.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7750
Mesa pero no final,Zona Parquesol,7854,Colocación de un sotechado en el patio de primaria del CEIP MARINA ESCOBAR,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7854,122,Educación,SI,13,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida por la mesa al considerar que no se corresponde con competencias municipales. 
La información municipal municipal indica tambien que no es competencia municipal sino de la Junta de Castilla y León, al tratarse de una inversión de obra nueva y no un mantenimiento del centro.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7854
Mesa pero no final,Zona Parquesol,8116,Reparación y adecuación de todos los caminos y escaleras ladera parque sur,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8116,112,Medio Ambiente - Limpieza,SI,4,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Inadmitida. El informe municipal indica que este año se va a ejecutar un participativo por importe de 325.000€ para realizar esta intervención que eliminará además barreras arquitectónicas.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8116
Mesa pero no final,Zona Parquesol,7777,7777-PASO PEATONES C/CIUDAD DE LA HABANA HACIA BIBLIOTECA Y C MAYORES PARQUESOL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7777,102,Transportes y movilidad | Seguridad y emergencias,SI,9,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"El informe del Centro de Movilidad desaconseja la intervención. Se tomaron datos previamente a su entrada en funcionamiento y teniendo en cuenta los movimientos que se producen en el entorno, las distancias existentes, la regulación semafórica de que disponenen y las necesidades que se generarían para compatibilizar los movimientos de vehículos y peatones en las debidas condiciones de seguridad, se concluyó que no debía habilitarse.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7777
Mesa pero no final,Zona Parquesol,7825,Continuación carril bici,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7825,77,Transportes y movilidad,SI,15,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Supera el millón de euros.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7825
Mesa pero no final,Zona Parquesol,7770,Mantenimiento del jardín del parque de los almendros,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7770,34,Participación ciudadana - Asociaciones | Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,NO,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"Inadmitida. El informe municipal indica que las escaleras mecánicas son precisamente para que la gente mayor pueda bajar sin problemas, y que este año se va a ejecutar un participativo de mejora del parque de los Almendros 85.000€",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7770
Descartada por mesa y fuera de la final,Zona Parquesol,7797,Acceso peatonal a río shopping,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7797,200,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7797 “ACCESO PEATONAL A RIO SHOPPING”: la mesa considera que pertenece a los términos municipales de Arroyo de la Encomienda y no de Valladolid.,"La mesa considera que pertenece a los términos municipales de Arroyo de la Encomienda y Valladolid.
La información municipal solicitada por la mesa de zona, informa que  son competencias compartidas con ayuntamientos y Ministerio. No viable.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7797
Descartada por mesa y fuera de la final,Zona Parquesol,8372,Parque natural y deportivo + piscina de verano en vez de viviendas sociales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8372,187,Salud y consumo - Animales | Deportes | Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8372 “PARQUE NATURAL Y DEPORTIVO + PISCINA DE VERANO EN VEZ DE VIVIENDAS SOCIALES” por ser una propuesta que supera el importe de 1M.,"Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8372
Descartada por mesa y fuera de la final,Zona Parquesol,7880,PISCINA VERANO EN PARQUESOL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7880,159,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7880 “PISCINA DE VERANO EN PARQUESOL” por ser una propuesta que supera el importe de 1M.,"Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7880
Descartada por mesa y fuera de la final,Zona Parquesol,8134,8134-Espacio Joven,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8134,120,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 8134 “ESPACIO JOVEN” (Agrupada 8226): la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada del proyecto y además supera el 1M.","La mesa considera que según el artículo 8.A que regula el reglamento de presupuestos participativos en su punto 5º señala que la propuesta de inversión debe contener una exposición clara, concreta y motivada del proyecto propuesto y de su alcance y dicha propuesta no lo contempla en su descripción además de superar el 1.050.000€ .",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8134
Descartada por mesa y fuera de la final,Zona Parquesol,7799,Acondicionamiento y cubierta pistas deportivas parque de los almendros,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7799,79,Deportes | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7799 “ACONDICIONAMIENTO Y CUBIERTA PISTAS DEPORTIVAS PARQUE DE LOS ALMENDROS”: la mesa considera que la propuesta no contiene una exposición clara, concreta y motivada del proyecto.","AGRUPADA CON  7726
La mesa considera que según el artículo 8.A que regula el reglamento de presupuestos participativos en su punto 5º señala que la propuesta de inversión debe contener una exposición clara, concreta y motivada del proyecto propuesto y de su alcance y dicha propuesta no lo contempla en su descripción. 

La información municipal considera que la propuesta SI se considera admisible:
- Propiedad municipal, según ficha de inventario 11-0080 y ref. cat. 4208701UM5140G0001XT .- Uso previsto según PGOU ""EL-EL"", compatible con el uso deportivo.
- La inversión no supera el límite establecido de 1,05M€
- Está dentro del alcance de la FMD
- La exposición de la propuesta es clara, ""arreglar el suelo y poner cubiertas"", poniendo de ejemplo otra pista deportiva, que define claramente el alcance de la propuesta.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7799
Descartada por mesa y fuera de la final,Zona Parquesol,8448,SOTERRAMIENTO DE CONTENEDORES BARRIO PARQUESOL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8448,76,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 8448 “SOTERRAMIENTO DE CONTENEDORES BARRIO PARQUESOL”: el acta propone que no sea reserva y que, de resultar seleccionada, sea retirada de la selección y sustituida por la siguiente en orden de reserva.","La mesa solicita que que ésta no sea reserva, para garantizar la continuidad del procedimiento, la exclusión de una propuesta debe implicar la activación de la siguiente propuesta en el orden de reserva. Por ello, la propuesta 8488, de resultar una de las seleccionadas, sería retirada de la selección y la propuesta que le sigue en valoración sería la que ocupe su lugar. 
La información municipal indica que desde el punto de vista de la prestación del servicio de recogida de residuos, esta propuesta no es viable, dado el elevado coste de implantación, además de las interferencias con otras infraestructuras como redes de abastecimiento, telefonía y saneamiento, elevado coste de mantenimiento y reposición de las mismas, el incremento en tiempos y coste que implica la recogida en este tipo de infraestructuras, o la ineficacia que han demostrado para poder hacer una separación de distintas fracciones de manera adecuada, entre otras razones",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8448
